PATIENT_ID,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME,SYNTHEA_CITY
1230227,1964-08-01,,999-86-6882,S99928181,X36556926X,Mrs.,Allene,Scarlett,Macejkovic,,Dicki,M,white,nonhispanic,F,North Miami  Florida  US,172 Green Trail,Tampa,Florida,Hillsborough County,12057,33616,28.122335717289474,-82.42434461486837,1627927.23,0.0,68100,TAMPA
1230228,2022-02-18,,999-69-3282,,,,Jane,Brittani,Jones,,,,black,nonhispanic,F,Eustis  Florida  US,1029 Lockman Boulevard Apt 86,Tampa,Florida,Hillsborough County,12057,33607,27.93420290766802,-82.4069493985001,4234.75,4076.41,520674,TAMPA
1230229,1954-09-26,,999-81-8693,S99941316,X20026632X,Ms.,Genevie,Omega,Kessler,,,S,white,nonhispanic,F,Jacksonville  Florida  US,445 Boehm Dale Apt 68,Tampa,Florida,Hillsborough County,12057,33606,27.976885497465968,-82.45815040320835,520498.89,941338.9,26346,TAMPA
1230230,2014-08-06,,999-87-4902,,,,Ariadna,Leonor,Contreras,,,,white,hispanic,F,Panama City  Panama  PA,639 Kunde Viaduct Unit 12,Tampa,Florida,Hillsborough County,12057,33613,27.838246016316702,-82.52566110023834,1950.0,27352.36,19091,TAMPA
1230231,2001-08-09,,999-88-4698,S99945174,X31393415X,Mr.,Rosendo,Brant,Christiansen,,,,white,nonhispanic,M,North Port  Florida  US,877 Emard Pathway Apt 63,Tampa,Florida,Hillsborough County,12057,33602,28.081962439111834,-82.4277230238345,41746.13,60654.87,32765,TAMPA
1230232,1944-04-18,,999-62-5011,S99936827,X9247383X,Mr.,Abel,Lindsay,Greenholt,,,S,white,nonhispanic,M,Palm Springs North  Florida  US,227 Conroy Tunnel,Tampa,Florida,Hillsborough County,12057,33634,28.016612844302898,-82.3481276760971,231522.66,324217.8,179642,TAMPA
1230233,1995-03-07,,999-20-7670,S99964397,X15337656X,Mr.,Brad,Delmer,Stamm,,,M,white,nonhispanic,M,Palm Harbor  Florida  US,404 Schinner Dam Unit 51,Tampa,Florida,Hillsborough County,12057,33620,27.824514191543482,-82.54908418620562,48925.16,38900.9,87555,TAMPA
1230234,1980-08-24,,999-73-4645,S99944216,X67133541X,Mrs.,Dorinda,Alane,Mraz,,Sporer,M,white,nonhispanic,F,Miami Beach  Florida  US,193 Moen Grove Apt 77,Tampa,Florida,Hillsborough County,12057,33612,28.003394002036764,-82.44154861213403,280180.03,421600.1,131278,TAMPA
1230235,1973-09-24,,999-19-7065,S99951215,X2329919X,Mrs.,Vanesa,Leon,Dooley,,Conroy,D,black,nonhispanic,F,Port Charlotte  Florida  US,231 Mann Mews,Tampa,Florida,Hillsborough County,12057,33617,28.164566298386124,-82.32892183252922,798531.58,285004.87,53991,TAMPA
1230236,2024-09-22,,999-11-8988,,,,Alica,,Nader,,,,white,hispanic,F,Cutler Bay  Florida  US,109 Runolfsson Trail,Tampa,Florida,Hillsborough County,12057,33619,28.094422354978363,-82.33346604671263,100.0,1700.25,22053,TAMPA
1230237,2017-12-02,,999-47-3749,,,,Teodoro,,Stamm,,,,white,nonhispanic,M,Panama City  Florida  US,218 Jones Key Unit 56,Tampa,Florida,Hillsborough County,12057,33619,27.95824621466169,-82.5476978264704,26560.02,4604.39,152798,TAMPA
1230238,1967-06-20,1985-08-08,999-63-5142,S99989787,,Ms.,Yolando,Lorette,Zemlak,,,,white,hispanic,F,St. Petersburg  Florida  US,174 Windler Dale Suite 48,Tampa,Florida,Hillsborough County,12057,33612,27.976912339851864,-82.55349939284889,4524.73,76197.56,7850,TAMPA
1230239,1951-06-21,,999-21-8761,S99996411,X46016514X,Mr.,Nathan,Dana,Lebsack,,,D,white,hispanic,M,The Villages  Florida  US,476 Jaskolski Road,Tampa,Florida,Hillsborough County,12057,33637,27.97141688836613,-82.47509253522989,232374.9,528008.17,27295,TAMPA
1230240,1972-05-02,2016-10-13,999-12-2342,S99988719,X39548959X,Mr.,Fredric,Chadwick,Kling,,,M,white,nonhispanic,M,Palm Beach Gardens  Florida  US,1051 McCullough Ramp,Tampa,Florida,Hillsborough County,12057,33612,27.818234569508036,-82.50433804917802,40454.65,164298.08,21368,TAMPA
1230241,1969-07-14,2023-02-24,999-68-5912,S99958766,X5777352X,Mrs.,Yulanda,Arnetta,Koepp,,Trantow,M,white,nonhispanic,F,Citrus Park  Florida  US,641 Yost Mill,Tampa,Florida,Hillsborough County,12057,33617,27.969013281146765,-82.40558348395368,388577.95,557600.46,13461,TAMPA
1230242,1981-05-03,,999-46-4886,S99945986,X24356423X,Mrs.,Jeane,Valeri,Hessel,,DuBuque,M,white,nonhispanic,F,Bonita Springs  Florida  US,478 Satterfield Common Apt 93,Tampa,Florida,Hillsborough County,12057,33618,27.90106148181467,-82.54116958164747,271261.11,1078847.14,30785,TAMPA
1230243,1988-09-26,,999-38-6802,S99963324,X29331457X,Mr.,Dusty,Oswaldo,Quigley,,,M,white,nonhispanic,M,Jacksonville  Florida  US,907 Schmeler Trailer Unit 32,Tampa,Florida,Hillsborough County,12057,33610,27.971847151316474,-82.47923170802537,44415.77,87439.19,16315,TAMPA
1230244,2024-05-21,,999-38-3700,,,,Marlin,Brendan,Bartell,,,,black,nonhispanic,M,Jacksonville  Florida  US,649 Wilkinson Pathway,Tampa,Florida,Hillsborough County,12057,33635,27.956834527710214,-82.48150201612374,250.0,3957.3,22940,TAMPA
1230245,1972-01-02,,999-79-7235,S99936845,X51200778X,Mrs.,Heike,Lorelei,Larkin,,Hand,M,white,hispanic,F,Alachua  Florida  US,509 Moen Trail,Tampa,Florida,Hillsborough County,12057,33604,28.02187497767021,-82.4031398975377,666014.71,108814.92,115240,TAMPA
1230246,1948-01-14,,999-17-2723,S99956730,X16039402X,Mrs.,Camellia,Mathilde,Welch,,Ferry,M,white,nonhispanic,F,Hollywood  Florida  US,110 Schuster Frontage road Apt 29,Tampa,Florida,Hillsborough County,12057,33620,28.03972274528597,-82.52791059651602,937453.77,216215.6,70293,TAMPA
1230247,1972-05-02,,999-45-9799,S99958119,X39565917X,Mr.,Josh,Rosario,Hane,,,D,white,nonhispanic,M,Palm Coast  Florida  US,864 Dibbert Rue Suite 33,Tampa,Florida,Hillsborough County,12057,33634,27.98182636582292,-82.40839393631288,58921.0,139692.04,21368,TAMPA
1230248,1967-06-20,,999-97-2289,S99953991,X78987430X,Mrs.,Nadine,,Robel,,Muller,M,white,hispanic,F,Fort Walton Beach  Florida  US,575 Legros Landing,Tampa,Florida,Hillsborough County,12057,33621,27.95281199321686,-82.50068717237747,642840.49,1105150.91,7850,TAMPA
1230249,2022-07-01,,999-62-6932,,,,Reynaldo,Joey,Johns,,,,white,nonhispanic,M,Hollywood  Florida  US,953 Gorczany Heights Suite 26,Tampa,Florida,Hillsborough County,12057,33621,28.012805610215896,-82.37041078387209,4943.84,7854.96,43745,TAMPA
1230250,1954-03-03,2000-04-07,999-70-9504,S99929461,X17584217X,Mrs.,Rebeca,Francisca,Luevano,,Santiago,D,white,hispanic,F,La Paz  Baja California  MX,140 Mitchell Glen,Tampa,Florida,Hillsborough County,12057,33603,27.971922719850273,-82.35246167962109,934199.68,0.0,48656,TAMPA
1230251,1944-04-30,2017-02-25,999-61-6098,S99942170,X57977769X,Mrs.,Delphine,Arianne,Batz,,O'Keefe,M,asian,hispanic,F,Horizon West  Florida  US,617 Rogahn Gate,Tampa,Florida,Hillsborough County,12057,33613,27.964026691026273,-82.4828427234251,251071.52,1382001.27,139545,TAMPA
1230252,1957-03-30,,999-36-6620,S99961178,X29890891X,Mrs.,Terra,,Ryan,,Kuvalis,W,black,hispanic,F,Jan Phyl Village  Florida  US,929 Vandervort Corner Unit 87,Tampa,Florida,Hillsborough County,12057,33607,28.05260777863849,-82.60240263093085,390916.32,1055203.79,18959,TAMPA
1230253,1969-07-14,,999-52-2820,S99926028,X5773900X,Mrs.,Penni,Doria,Klein,,Graham,D,white,nonhispanic,F,The Acreage  Florida  US,259 Corkery Gate Unit 58,Tampa,Florida,Hillsborough County,12057,33614,27.963373086718775,-82.4794249066564,499926.23,1377303.63,13461,TAMPA
1230254,1985-10-18,,999-87-6580,S99976974,X21567178X,Mrs.,Branda,Susana,Emmerich,,Beatty,M,white,hispanic,F,Aventura  Florida  US,892 Corkery Vista Apt 16,Tampa,Florida,Hillsborough County,12057,33604,28.08632257207573,-82.39015962965576,211166.81,607061.42,25557,TAMPA
1230255,1991-06-22,,999-19-3482,S99982849,X79038467X,Mr.,Dominick,Ambrose,Kovacek,,,S,white,nonhispanic,M,Winter Haven  Florida  US,981 Wuckert Highlands,Tampa,Florida,Hillsborough County,12057,33619,27.88984728763217,-82.4334349935259,150545.41,874102.32,989074,TAMPA
1230256,2014-10-30,,999-54-9576,,,,Luanne,,Kling,,,,asian,nonhispanic,F,Ahmedabad  Gujarat  IN,950 Stracke Frontage road,Tampa,Florida,Hillsborough County,12057,33602,28.06892931436898,-82.48193897923034,26209.6,10571.12,70819,TAMPA
1230257,1986-02-28,,999-68-6948,S99916453,X46656328X,Mrs.,Georgene,,Reilly,,Casper,M,black,nonhispanic,F,Poinciana  Florida  US,354 Heathcote Ranch Suite 97,Tampa,Florida,Hillsborough County,12057,33620,28.03980932654206,-82.52148773182817,168378.86,1178607.38,25786,TAMPA
1230258,1950-08-06,,999-40-4064,S99947471,X47304186X,Mr.,Seymour,Reginald,Okuneva,,,M,black,hispanic,M,Miami Gardens  Florida  US,1069 Hudson Key Suite 42,Tampa,Florida,Hillsborough County,12057,33603,27.971574480064582,-82.4265452193684,178517.87,707441.69,810757,TAMPA
1230259,1973-07-30,,999-47-2606,S99957684,X39310689X,Mrs.,Carlota,Marisol,Rodríquez,,Armenta,W,white,hispanic,F,Bogota  Bogota  CO,677 Crona Estate Unit 63,Tampa,Florida,Hillsborough County,12057,33610,28.03138612765654,-82.43066041150541,1144649.65,317317.58,81565,TAMPA
1230260,2024-09-24,,999-51-3358,,,,Miquel,Cecil,Cartwright,,,,black,nonhispanic,M,West Melbourne  Florida  US,585 Cremin Trailer,Tampa,Florida,Hillsborough County,12057,33607,27.965118499914535,-82.33342000421287,737.72,0.0,44926,TAMPA
1230261,1991-08-09,,999-12-5799,S99929845,X31698358X,Mr.,Collin,Colin,Cummerata,,,M,white,nonhispanic,M,Rockledge  Florida  US,157 Ziemann Burg Suite 35,Tampa,Florida,Hillsborough County,12057,33629,28.007575859858814,-82.41517333170023,133402.64,33404.12,41307,TAMPA
1230262,2007-10-24,,999-72-8948,S99987797,,,Luis,Horacio,Ramón,,,,white,hispanic,M,Ponce  Puerto Rico  PR,499 Kerluke Bypass Unit 37,Tampa,Florida,Hillsborough County,12057,33610,27.96642044006772,-82.54332848579283,62631.54,889.83,652249,TAMPA
1230263,2022-12-07,,999-82-3284,,,,Su,Marget,Brekke,,,,other,hispanic,F,Seminole Manor  Florida  US,146 Bauch Fort Apt 74,Tampa,Florida,Hillsborough County,12057,33635,28.02371960098198,-82.41691542270974,450.0,8030.68,31309,TAMPA
1230264,1989-09-04,,999-54-8386,S99978642,X20390489X,Mr.,Hunter,Ezra,Streich,,,M,black,nonhispanic,M,Miami Beach  Florida  US,871 Kub Knoll,Tampa,Florida,Hillsborough County,12057,33621,28.056533210803018,-82.59303857960376,145314.26,489969.3,34659,TAMPA
1230265,2012-02-03,,999-43-2193,,,,Teresia,Lucila,Baumbach,,,,black,nonhispanic,F,Deerfield Beach  Florida  US,321 Botsford Trail Suite 77,Tampa,Florida,Hillsborough County,12057,33603,28.025091048132577,-82.45702746523929,33949.99,14614.98,28039,TAMPA
1230266,1963-03-13,,999-37-8201,S99996937,X35563848X,Mr.,Luther,Donovan,Abernathy,,,M,white,nonhispanic,M,Callaway  Florida  US,131 Olson Parade Unit 16,Tampa,Florida,Hillsborough County,12057,33629,27.96297993558082,-82.40571036582814,1034934.09,266647.27,85212,TAMPA
1230267,2018-04-24,,999-81-3029,,,,Lucien,Leopoldo,Lueilwitz,,,,white,nonhispanic,M,Rockledge  Florida  US,1007 D'Amore Viaduct,Tampa,Florida,Hillsborough County,12057,33603,28.048673038445532,-82.48200659290967,8064.93,25889.45,27037,TAMPA
1230268,1966-07-29,,999-51-5531,S99964207,X78304915X,Ms.,Alona,Lorriane,Weber,,,S,white,nonhispanic,F,Pine Hills  Florida  US,449 Brekke Arcade Suite 19,Tampa,Florida,Hillsborough County,12057,33647,27.968128231607384,-82.46047627489332,278081.2,618097.58,27648,TAMPA
1230269,2011-03-16,,999-89-3651,,,,Buck,Sydney,Boyer,,,,white,nonhispanic,M,Miami  Florida  US,786 West Drive,Tampa,Florida,Hillsborough County,12057,33611,27.975593345830095,-82.50167435867542,46909.26,13824.19,854705,TAMPA
1230270,1944-04-30,,999-20-4746,S99988972,X26762385X,Ms.,Alma,Marquerite,Hane,,,S,asian,hispanic,F,Northdale  Florida  US,533 Grimes Wynd,Tampa,Florida,Hillsborough County,12057,33611,27.977645258635995,-82.50507115736599,301654.3,1011009.1,139545,TAMPA
1230271,1977-04-10,,999-29-6174,S99968199,X86292507X,Ms.,Cordelia,Roxanne,Luettgen,,,S,white,nonhispanic,F,Iona  Florida  US,208 Ernser Highlands Unit 83,Tampa,Florida,Hillsborough County,12057,33613,27.95869721073658,-82.49085482190873,764132.99,599983.14,67783,TAMPA
1230272,1981-06-10,,999-18-1575,S99927735,X1349403X,Mr.,Patrick,Thurman,Pollich,,,M,white,nonhispanic,M,Palm Springs  Florida  US,112 Toy Corner Apt 6,Tampa,Florida,Hillsborough County,12057,33607,27.96052942199554,-82.56997962228039,368871.97,18500.06,113853,TAMPA
1230273,1941-09-23,,999-23-3087,S99970522,X77030465X,Mrs.,Antonia,,Leyva,,Pacheco,M,white,hispanic,F,Ponce  Puerto Rico  PR,726 Schmidt Mews,Tampa,Florida,Hillsborough County,12057,33617,27.920513522542155,-82.52320772238797,2773538.03,206078.99,39041,TAMPA
1230274,1954-03-03,2022-02-20,999-24-8962,S99918725,X103739X,Mrs.,Luz,Sara,Barrera,,Araña,D,white,hispanic,F,Carolina  Puerto Rico  PR,390 Lynch Walk Apt 8,Tampa,Florida,Hillsborough County,12057,33605,28.0052398934973,-82.4943662052756,1395226.61,647458.09,48656,TAMPA
1230275,1993-03-23,,999-13-7616,S99940706,X80739293X,Mrs.,Tinisha,Delois,Ondricka,,Murazik,M,black,nonhispanic,F,Kissimmee  Florida  US,577 Ritchie Route,Tampa,Florida,Hillsborough County,12057,33603,27.867847454713885,-82.49612014956729,183364.95,595467.47,41759,TAMPA
1230276,1989-06-18,,999-49-5426,S99950893,X77160105X,Ms.,Francisca,,Soto,,,S,white,hispanic,F,Puebla  Puebla  MX,942 Cruickshank Ville,Tampa,Florida,Hillsborough County,12057,33610,28.1189533267669,-82.3080550262261,201739.2,1957032.17,191794,TAMPA
1230277,1922-04-22,2020-12-29,999-26-8764,S99915134,X40637947X,Mr.,Jessie,Amado,Sauer,,,S,black,nonhispanic,M,Pinewood  Florida  US,588 Hansen Overpass,Tampa,Florida,Hillsborough County,12057,33606,27.950881786104702,-82.44115122175994,150415.45,4348754.5,127701,TAMPA
1230278,2000-04-08,,999-22-2954,S99929371,X26194684X,Ms.,Libby,Matthew,Tromp,,,,white,nonhispanic,F,Winter Springs  Florida  US,428 Ferry Bridge,Tampa,Florida,Hillsborough County,12057,33603,27.99484749945758,-82.42978041891594,102437.49,199029.9,94560,TAMPA
1230279,1972-03-04,,999-89-6231,S99942775,X70357325X,Mr.,Branden,Terry,Orn,,,M,white,nonhispanic,M,Golden Gate  Florida  US,285 Lueilwitz Plaza,Tampa,Florida,Hillsborough County,12057,33603,27.868611477044745,-82.54689464819772,139835.49,16399.3,55890,TAMPA
1230280,1952-12-25,,999-81-1006,S99966474,X23244992X,Mrs.,Dolores,,Crespo,,Espinoza,W,black,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,433 Gorczany Branch Suite 61,Tampa,Florida,Hillsborough County,12057,33611,28.039350523356294,-82.44046984500358,1318475.12,207510.67,88101,TAMPA
1230281,1955-03-01,,999-30-3614,S99985333,X20740201X,Mrs.,Jani,Demetria,Waelchi,,Wilderman,M,white,nonhispanic,F,Jacksonville  Florida  US,797 Powlowski Divide Suite 53,Tampa,Florida,Hillsborough County,12057,33629,27.98656928353936,-82.41489884098198,1015604.83,141020.13,39425,TAMPA
1230282,2008-06-20,,999-83-8186,S99946868,,,Stuart,Brant,Yundt,,,,white,nonhispanic,M,Avon Park  Florida  US,381 Bailey Trafficway,Tampa,Florida,Hillsborough County,12057,33629,27.82137978548359,-82.56794065284562,45608.82,24375.13,45829,TAMPA
1230283,1967-10-03,,999-28-9222,S99957359,X49446434X,Mrs.,Niki,Noreen,Larson,,Quitzon,D,white,nonhispanic,F,Lakeland Highlands  Florida  US,584 Hoppe Arcade Unit 80,Tampa,Florida,Hillsborough County,12057,33612,27.971144261907966,-82.46912453873021,1107956.07,111977.17,91129,TAMPA
1230284,1995-11-11,,999-22-8034,S99943727,X77800374X,Mrs.,Latanya,Lauri,Roberts,,Rowe,M,white,nonhispanic,F,West Little River  Florida  US,631 D'Amore Brook Unit 63,Tampa,Florida,Hillsborough County,12057,33614,27.966621631291613,-82.47472626347225,138022.77,301115.91,76679,TAMPA
1230285,1944-06-13,,999-53-6161,S99975078,X896621X,Mr.,Melvin,Willian,Bogisich,,,M,white,nonhispanic,M,Tildenville  Florida  US,306 Cronin Union,Tampa,Florida,Hillsborough County,12057,33612,27.881640223739385,-82.57721742952488,226221.83,812142.16,54697,TAMPA
1230286,2006-10-15,,999-30-1409,S99984468,,Mr.,Britt,Normand,Shields,,,,white,nonhispanic,M,Fort Lauderdale  Florida  US,921 Frami Walk Suite 89,Tampa,Florida,Hillsborough County,12057,33607,28.107257902725856,-82.42655516768538,3150.0,85220.81,23154,TAMPA
1230287,1947-01-15,2014-02-11,999-51-8669,S99952600,X60307631X,Mr.,Shaun,Damien,Ebert,,,D,white,nonhispanic,M,Fuller Heights  Florida  US,383 Reilly Center Apt 92,Tampa,Florida,Hillsborough County,12057,33621,27.913938234260687,-82.4001322345975,668023.04,1511529.94,59859,TAMPA
1230288,1986-02-22,,999-29-8029,S99967318,X73334495X,Mr.,Royal,Kip,Stanton,,,M,white,nonhispanic,M,Jacksonville  Florida  US,740 Langosh Parade Apt 61,Tampa,Florida,Hillsborough County,12057,33612,27.94512502789963,-82.42394945816511,111251.41,36879.09,132440,TAMPA
1230289,1954-03-03,2020-02-18,999-22-1950,S99983386,X43965716X,Mrs.,Silvia,Francisca,Orozco,,Gracia,M,white,hispanic,F,Santo Domingo  National District  DO,898 Cremin Trafficway Suite 23,Tampa,Florida,Hillsborough County,12057,33612,27.97562237566781,-82.48621434888712,1039134.27,626656.23,48656,TAMPA
1230290,1967-08-31,,999-68-3016,S99958938,X31570899X,Mrs.,Bessie,,Considine,,Windler,D,hawaiian,nonhispanic,F,Miami Beach  Florida  US,492 Friesen Rue,Tampa,Florida,Hillsborough County,12057,33616,28.065250298340658,-82.59494475838504,580715.66,810443.08,7479,TAMPA
1230291,1952-07-29,1998-06-05,999-34-8194,S99934144,X70977492X,Mrs.,Maris,,Beahan,,Krajcik,M,white,nonhispanic,F,Hollywood  Florida  US,812 Quitzon Neck,Tampa,Florida,Hillsborough County,12057,33618,27.91734149998345,-82.52362458846906,300358.16,673073.76,852137,TAMPA
1230292,1991-07-08,,999-57-6900,S99974738,X25916174X,Mr.,Kirk,Gilbert,Fahey,,,M,white,nonhispanic,M,Jacksonville  Florida  US,888 Donnelly Avenue,Tampa,Florida,Hillsborough County,12057,33602,28.063223159684213,-82.32561253081163,72186.31,132961.87,365298,TAMPA
1230293,1962-01-17,2011-08-27,999-93-5336,S99958184,X26279648X,Mrs.,Irene,,Flatley,,Davis,M,white,nonhispanic,F,Apopka  Florida  US,600 Herman Road Apt 31,Tampa,Florida,Hillsborough County,12057,33614,27.89879275043142,-82.54749657966265,770883.6,423018.63,79028,TAMPA
1230294,1956-06-11,,999-51-3456,S99911061,X73888753X,Mrs.,Theressa,Alejandra,Sawayn,,Kuvalis,M,white,nonhispanic,F,St. Petersburg  Florida  US,234 McCullough Corner,Tampa,Florida,Hillsborough County,12057,33629,28.00462229928301,-82.36691240439485,1068628.41,992074.43,88775,TAMPA
1230295,1943-01-23,,999-35-9010,S99998384,X36186483X,Mrs.,Tomoko,Tayna,Bernier,,Quigley,W,asian,nonhispanic,F,Seoul  Seoul  KR,538 McDermott Drive Unit 18,Tampa,Florida,Hillsborough County,12057,33634,27.94558436517511,-82.54143709117571,2361577.89,239568.64,80861,TAMPA
1230296,1980-07-09,,999-70-9536,S99921219,X4847893X,Mr.,Wayne,,Ritchie,,,M,white,nonhispanic,M,San Carlos Park  Florida  US,580 Friesen Center,Tampa,Florida,Hillsborough County,12057,33605,28.066535315545238,-82.43052551446411,188702.74,41443.91,193528,TAMPA
1230297,1995-02-16,,999-65-9625,S99929868,X18873881X,Mr.,Tobias,Darrel,Kohler,,,S,white,hispanic,M,Lacoochee  Florida  US,780 McKenzie Run Suite 33,Tampa,Florida,Hillsborough County,12057,33609,28.037106335932226,-82.58256927239336,49338.23,26633.07,24287,TAMPA
1230298,1957-03-20,,999-39-4638,S99949531,X61483360X,Mrs.,Beverlee,Evia,Stracke,,Wilkinson,D,white,nonhispanic,F,Boca Raton  Florida  US,742 Wilderman Common Apt 99,Tampa,Florida,Hillsborough County,12057,33602,28.00848215413765,-82.46462014839013,464198.96,2390265.05,31253,TAMPA
1230299,1952-07-29,,999-16-9098,S99993660,X26372953X,Mrs.,Kiara,Randy,Kiehn,,Abernathy,W,white,nonhispanic,F,Titusville  Florida  US,1074 Kreiger Mall Apt 59,Tampa,Florida,Hillsborough County,12057,33619,27.934531231085018,-82.46434753109013,451312.06,754794.18,852137,TAMPA
1230300,1977-03-28,,999-55-3798,S99961203,X10912151X,Mr.,Miguel,,Fajardo,,,S,white,hispanic,M,San Salvador  El Salvador  SV,906 Wisoky Grove Unit 4,Tampa,Florida,Hillsborough County,12057,33606,28.135910332761952,-82.374073560243,151629.65,50157.77,95165,TAMPA
1230301,1922-04-22,1980-07-16,999-64-6489,S99930553,X33784571X,Mr.,Delmer,Marquis,Crist,,,S,black,nonhispanic,M,Miami  Florida  US,407 Rodriguez Neck Unit 5,Tampa,Florida,Hillsborough County,12057,33617,28.004589641548616,-82.48470609470552,155758.77,44599.47,127701,TAMPA
1230302,2006-10-31,,999-50-8441,S99994994,,,Hung,Issac,Dickinson,,,,white,nonhispanic,M,Crooked Lake Park  Florida  US,175 Macejkovic Gate Suite 10,Tampa,Florida,Hillsborough County,12057,33609,28.03530595897278,-82.53435294678528,51520.99,84824.91,49058,TAMPA
1230303,1971-07-21,,999-94-9720,S99930731,X50666338X,Mr.,Warren,Tyson,Kilback,,,D,white,nonhispanic,M,Ferry Pass  Florida  US,779 Eichmann Grove Apt 49,Tampa,Florida,Hillsborough County,12057,33612,28.047043817106008,-82.39768591576721,85338.94,234435.54,19303,TAMPA
1230304,1962-01-17,,999-26-7279,S99995230,X2921010X,Mrs.,Estell,Epifania,Abernathy,,Pagac,W,white,nonhispanic,F,Delray Beach  Florida  US,1004 Olson Grove Suite 58,Tampa,Florida,Hillsborough County,12057,33602,27.87464545193201,-82.45044932794961,1090396.06,422975.65,79028,TAMPA
1230305,1947-01-15,,999-87-2625,S99936753,X71002551X,Mr.,Noble,Claudio,Stracke,,,D,white,nonhispanic,M,Buenaventura Lakes  Florida  US,1025 Bechtelar Key,Tampa,Florida,Hillsborough County,12057,33610,27.904010533850492,-82.45556503396465,231641.14,220539.47,59859,TAMPA
1230306,1954-03-03,,999-38-1895,S99971520,X73117103X,Mrs.,Dolores,Inés,Lomeli,,Robledo,D,white,hispanic,F,Havana  Havana  CU,1013 Boehm Gardens,Tampa,Florida,Hillsborough County,12057,33616,27.878271859728024,-82.55179339366877,1387306.29,179837.64,48656,TAMPA
1230307,2010-02-16,,999-24-2258,,,,Lupe,Kermit,Kiehn,,,,black,nonhispanic,M,Oak Ridge  Florida  US,1071 Rolfson Ramp Unit 67,Tampa,Florida,Hillsborough County,12057,33635,28.01925888011436,-82.45615718099407,766227.11,0.0,69867,TAMPA
1230308,1942-09-20,,999-43-9754,S99949089,X16367693X,Mr.,José Luis,Timoteo,Murillo,,,D,white,hispanic,M,Puebla  Puebla  MX,625 McLaughlin Dale,Tampa,Florida,Hillsborough County,12057,33611,27.93881738605328,-82.4251189590963,282141.22,91558.07,56266,TAMPA
1230309,1918-06-19,,999-13-9023,S99913190,X38918962X,Mrs.,Belle,Dania,Jacobson,,Swift,D,white,nonhispanic,F,Jacksonville  Florida  US,491 Connelly Row,Tampa,Florida,Hillsborough County,12057,33602,27.929045992773702,-82.46597722009301,347467.15,1682481.09,164393,TAMPA
1230310,2014-11-28,,999-45-7006,,,,Rebbecca,Cathie,Stroman,,,,white,nonhispanic,F,Naples  Florida  US,255 Auer Lock,Tampa,Florida,Hillsborough County,12057,33605,27.980549778322626,-82.38883346960256,45784.2,21518.79,41100,TAMPA
1230311,2021-10-08,,999-39-8253,,,,Nicholle,,Ledner,,,,white,nonhispanic,F,Oak Ridge  Florida  US,670 Mosciski Track,Tampa,Florida,Hillsborough County,12057,33610,28.00585390099861,-82.55470435051541,814.08,13677.42,6665,TAMPA
1230312,2012-01-15,,999-43-7045,,,,Blair,Dane,Hane,,,,other,nonhispanic,M,Miramar  Florida  US,955 Farrell Frontage road,Tampa,Florida,Hillsborough County,12057,33614,28.064810346602172,-82.65380073750794,32853.27,8003.67,116743,TAMPA
1230313,1992-03-03,,999-44-4365,S99930408,X64354449X,Mr.,Glen,Adam,Pfannerstill,,,M,black,nonhispanic,M,Viera East  Florida  US,804 Berge Skyway Apt 94,Tampa,Florida,Hillsborough County,12057,33634,28.060405791010723,-82.50123694489895,88205.63,27525.75,97426,TAMPA
1230314,1950-05-04,2014-10-31,999-60-4048,S99924293,X61387029X,Mr.,Erwin,Joshua,Lueilwitz,,,D,white,nonhispanic,M,Lake Belvedere Estates  Florida  US,369 Rohan Rest Suite 32,Tampa,Florida,Hillsborough County,12057,33615,27.85146437822157,-82.55876966137677,266465.15,31254.42,82103,TAMPA
1230315,1995-06-18,,999-87-3981,S99951060,X42309615X,Mr.,Jordon,Wilburn,Kohler,,,M,white,hispanic,M,Dunedin  Florida  US,1048 Gleichner Ranch Apt 11,Tampa,Florida,Hillsborough County,12057,33610,27.950880166196875,-82.51051739788714,75281.53,84627.2,73030,TAMPA
1230316,2009-09-29,,999-85-6490,,,,Raguel,,Parker,,,,white,nonhispanic,F,Pine Ridge  Florida  US,426 Rowe Spur,Tampa,Florida,Hillsborough County,12057,33634,28.08220221376668,-82.4373322662714,52969.56,16520.2,111013,TAMPA
1230317,1999-06-29,2002-04-05,999-86-6027,,,,Kourtney,Ayesha,Douglas,,,,white,nonhispanic,F,Riverview  Florida  US,130 Ruecker Ville Suite 12,Tampa,Florida,Hillsborough County,12057,33607,27.98667343571442,-82.34376404715992,39242.34,14324.95,88131,TAMPA
1230318,1997-12-21,,999-17-5802,S99912993,X86332338X,Ms.,Marg,Lonnie,Brekke,,,,white,nonhispanic,F,Fountainebleau  Florida  US,905 Ward Terrace,Tampa,Florida,Hillsborough County,12057,33616,28.064978544316123,-82.63210718069004,88782.1,27782.25,63302,TAMPA
